Household No.,DIS,Relationship,Gender,Age,Marital status,Educational Level,Ethnicity,Employment status,Employment_sector,Income PP,Income FP,Income SP,Income TP,neighborhood_shop,main_super_market,mini_super_market,home_delivery,own_field,govt_ngo,online,neighbors,fairs,bank_city,bank_near,local_financial,atm_city,atm_near,online_banking,post_office,work_from_home,come_from_home,come_from_renthouse,come_from_commonhostel,work_public,work_shared,work_hired,work_own_motor,work_bicycle,work_walking
1570,Kurunegala,1,2,2,2,4,1,1,6,5,5,5,5,-1.5,4.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,0.5,1.0,-2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1571,Kaluthara,2,1,2,2,4,1,6,0,3,2,2,2,-0.5,0.5,0.5,0.0,1.0,-1.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0
1572,Kaluthara,1,2,2,2,4,1,10,10,3,3,3,3,-0.5,1.0,0.5,-0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.5
1573,Matale,1,2,4,5,1,2,4,10,2,1,1,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1574,Kaluthara,1,2,1,2,5,1,3,3,3,2,2,2,-0.5,0.5,1.0,-0.5,-2.5,0.5,1.0,-0.5,1.0,0.5,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
1575,Matale,1,2,1,2,4,2,3,3,2,1,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
1577,Batticaloa,1,2,1,2,4,2,3,7,3,2,2,3,3.0,1.5,3.5,1.0,1.5,1.5,1.0,1.5,1.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0
1578,Matale,1,2,2,2,4,2,4,9,2,1,1,1,1.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
1579,Kurunegala,1,2,3,2,4,1,3,3,3,1,2,2,-0.5,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.5,1.0,1.0,-0.5,-0.5,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0
1582,Colombo,1,2,3,2,4,1,1,10,3,3,3,3,-1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,2.0,5.0,1.0,1.0,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1583,Colombo,1,2,3,2,4,1,1,7,3,3,3,3,-0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1585,Batticaloa,1,1,6,3,3,2,7,0,1,1,1,1,1.5,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1586,Jaffna,2,1,2,2,1,2,6,0,1,1,1,1,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
1587,Colombo,1,2,4,2,4,1,10,3,3,2,2,2,-1.0,1.0,1.0,1.0,1.0,-2.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,-1.0,1.0,0.5
1588,Kurunegala,1,1,3,2,4,3,10,3,2,1,1,1,1.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1590,Colombo,1,2,3,2,4,1,10,10,3,2,2,2,0.5,1.0,-0.5,1.0,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1592,Colombo,1,1,5,2,4,1,5,0,1,1,1,1,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1593,Batticaloa,1,2,1,2,4,2,7,0,1,1,1,1,3.0,1.5,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0
1595,Colombo,1,2,6,2,5,1,6,0,3,2,2,3,0.5,-0.5,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5
1596,Jaffna,2,1,3,3,1,2,2,7,2,1,1,2,0.5,2.0,0.5,0.5,1.0,3.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1597,Colombo,1,1,5,3,4,1,6,0,3,1,1,1,-0.5,0.5,0.5,-0.5,1.0,-0.5,1.0,0.5,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
1598,Colombo,1,1,5,3,4,1,10,10,3,1,1,2,0.5,0.5,-1.0,0.5,1.0,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1599,Colombo,1,2,2,2,5,1,3,10,3,2,2,2,-4.0,2.0,3.5,0.5,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,3.5,3.5,-2.5,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1601,Kurunegala,1,2,2,2,4,3,10,10,3,2,2,2,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1602,Colombo,5,1,2,2,4,1,6,0,3,1,1,2,0.5,4.0,1.0,-0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1603,Colombo,1,2,5,2,4,1,10,10,3,2,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.5,-0.5,-0.5,1.0,1.0,-5.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1605,Colombo,1,2,3,2,4,1,10,10,5,5,5,5,1.0,-0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1606,Kurunegala,1,2,3,2,4,3,3,10,2,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1607,Colombo,2,1,3,2,4,1,10,10,3,1,1,1,2.5,2.0,2.5,-0.5,1.0,1.0,0.5,1.0,0.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,0.0,1.5,1.0,1.0,1.0,-1.5,1.0,2.5,1.0,1.0
1608,Colombo,1,2,4,2,4,1,10,10,2,1,1,2,-0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.5
1609,Jaffna,2,1,1,2,4,2,10,3,2,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
1610,Colombo,2,1,3,2,5,1,6,0,5,5,5,5,1.0,-1.0,0.5,0.5,1.0,1.0,-0.5,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,-0.5,1.0,-5.0,5.0,1.0,1.0,1.0,-0.5,1.0,5.0,1.0,1.0
1611,Colombo,2,2,3,2,4,1,10,10,1,1,1,1,0.5,-1.0,-0.5,1.0,1.0,1.5,1.0,1.0,1.0,-1.0,1.0,0.5,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1612,Colombo,1,2,4,2,4,1,9,10,3,1,1,2,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,-1.0,1.0,1.0,4.0,1.0,2.0,-1.0,1.0,1.0
1613,Colombo,2,1,3,2,4,1,5,0,2,1,1,1,2.5,1.0,2.0,-0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,4.0
1614,Colombo,1,2,3,2,4,1,10,10,3,1,1,2,-1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,4.0,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5
1615,Jaffna,2,1,4,2,4,2,6,0,2,1,1,1,1.5,1.0,1.0,1.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
1616,Kaluthara,1,1,4,3,4,1,6,0,3,3,3,3,-0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,0.5,-0.5,1.0,1.0,1.0,1.0,-1.0,4.0,1.0,1.0,-3.5,1.0,1.0
1619,Colombo,1,2,3,2,4,1,10,10,3,1,1,3,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1620,Batticaloa,1,2,2,2,4,3,10,3,3,1,1,3,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,1.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1621,Kaluthara,1,2,5,2,3,1,10,10,3,2,2,2,-1.0,1.0,0.5,1.0,-0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1622,Kaluthara,1,2,6,2,4,1,8,10,5,5,5,5,0.5,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1623,Jaffna,2,1,2,2,4,2,6,0,2,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
1624,Jaffna,1,2,2,2,4,2,10,10,3,2,2,1,0.5,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1625,Colombo,1,1,5,3,4,1,6,0,5,5,3,3,-0.5,0.5,1.0,-0.5,-1.5,-0.5,1.0,-0.5,1.0,-1.0,1.0,-0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1626,Kaluthara,1,2,5,2,4,1,6,0,5,5,5,5,0.5,-0.5,0.5,0.0,-0.5,1.0,1.0,-0.5,1.0,0.5,1.0,0.5,-0.5,-0.5,1.0,1.0,-0.5,-1.0,1.0,1.0,1.0,-2.0,1.0,-0.5,1.0,1.0
1627,Colombo,1,2,4,2,4,1,3,10,3,2,2,2,0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,1.0
1629,Kaluthara,1,2,2,2,4,1,1,6,5,5,5,5,0.5,-1.0,-0.5,1.0,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.5,1.0,2.0,-3.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1630,Colombo,1,2,3,2,4,1,3,4,3,3,3,3,1.0,1.0,-1.0,0.5,-0.5,-0.5,1.0,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1631,Batticaloa,2,1,1,2,4,3,6,0,3,2,2,2,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,-2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1632,Colombo,1,2,4,2,4,1,1,6,5,5,5,5,0.5,1.0,-0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,-3.5,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1634,Colombo,1,2,3,2,4,1,10,10,3,1,2,2,0.5,1.0,-0.5,0.5,1.0,0.5,1.0,1.0,2.5,-1.0,1.0,-0.5,-2.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1636,Kurunegala,1,2,1,2,5,3,3,3,2,1,1,1,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,0.5,-0.5,1.0,2.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1637,Colombo,1,2,4,2,4,1,2,10,5,5,5,5,0.5,-1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
1638,Colombo,1,2,3,2,4,1,10,10,2,2,2,2,-0.5,0.5,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1639,Kurunegala,1,2,4,2,5,3,10,3,3,3,3,3,-2.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,-1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5
1640,Kurunegala,1,2,3,2,5,1,6,0,3,3,3,3,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.0,-0.5,-0.5,1.0,2.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,-2.5,1.0,1.0
1642,Colombo,1,2,3,2,5,1,3,4,5,5,5,5,0.5,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1643,Colombo,1,2,4,2,6,1,8,6,5,3,5,5,0.5,2.5,-0.5,0.0,1.0,1.5,1.0,1.0,1.0,2.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1644,Kurunegala,2,1,3,2,4,1,5,0,3,2,2,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1645,Colombo,1,2,4,2,4,1,3,4,5,5,5,5,0.5,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1646,Batticaloa,3,2,1,2,7,3,3,2,3,1,1,1,1.5,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
1647,Nuwera Eliya,1,2,6,2,1,2,4,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1648,Batticaloa,1,2,2,2,4,3,3,10,3,1,1,2,3.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,4.5,1.0,1.0,1.5,1.0,1.0,3.5,1.0,1.0
1649,Colombo,1,2,2,2,5,1,10,10,3,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,1.0,0.5,5.0,-1.0,1.0,1.0,-2.0,1.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1650,Kurunegala,1,2,2,2,3,1,9,10,3,1,1,2,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5
1651,Colombo,1,2,3,2,4,1,3,4,3,1,2,2,-1.0,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,0.5,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5
1652,Colombo,1,2,2,2,4,1,3,10,2,2,2,2,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
1653,Kaluthara,1,2,1,2,5,1,10,10,3,2,2,2,-1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1654,Colombo,1,2,2,2,4,1,3,10,5,5,5,5,-0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1655,Kaluthara,1,2,5,2,5,1,8,7,3,3,3,3,0.5,-0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0
1656,Colombo,1,2,2,2,4,1,1,6,3,3,3,3,-0.5,0.5,0.5,-2.0,1.0,1.0,1.0,-0.5,1.5,-1.0,1.0,1.0,-0.5,1.0,1.0,2.5,1.0,0.5,1.0,-0.5,0.5,-2.0,1.0,1.0,1.0,1.0
1659,Kaluthara,5,2,1,2,4,1,9,10,3,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.5,1.0,-1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1660,Kaluthara,1,2,2,2,5,1,1,6,5,5,5,5,0.5,-1.0,-0.5,-0.5,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,-1.0,-0.5,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1661,Kurunegala,1,2,4,2,7,3,1,2,3,3,3,3,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,0.5,-0.5,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
1662,Kurunegala,1,1,5,1,4,1,6,0,3,2,2,3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,3.0,1.0,-2.0,1.0,1.0,1.0
1665,Nuwera Eliya,2,1,2,2,4,2,3,10,3,3,3,3,1.0,2.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
1666,Kaluthara,1,2,5,2,4,1,10,3,3,3,3,3,0.5,0.5,-0.5,-0.5,-2.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1667,Kurunegala,1,2,2,2,4,3,3,4,5,5,5,3,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,5.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1668,Kurunegala,1,2,2,2,5,3,10,9,3,1,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1669,Kurunegala,1,2,6,2,4,3,10,9,2,2,2,2,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1670,Kurunegala,1,2,3,2,3,3,9,10,3,2,2,2,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
1671,Kurunegala,1,2,4,2,4,3,8,4,2,2,2,2,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1672,Kurunegala,1,2,3,2,5,3,1,2,3,3,3,3,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.5,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
1673,Kurunegala,1,2,1,2,5,3,1,2,3,3,3,3,-0.5,3.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-0.5,1.0,-3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
1674,Kurunegala,1,2,3,2,5,3,10,10,2,2,2,2,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1676,Kurunegala,1,2,2,2,7,1,3,3,3,3,3,3,-1.0,2.5,1.0,-2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-4.0,1.0,-3.5,2.0,1.0,1.0,1.0,1.0,4.0,1.5,1.0,1.0
1678,Nuwera Eliya,2,1,2,2,4,2,6,0,2,1,1,2,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1680,Kurunegala,1,2,2,2,4,3,10,4,2,2,2,2,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1681,Batticaloa,1,2,5,2,4,3,10,10,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1682,Kurunegala,1,2,4,2,5,1,3,4,3,3,3,3,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.0,0.5,0.5,1.0,2.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1683,Kurunegala,1,2,4,2,5,3,10,10,2,1,1,1,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1684,Nuwera Eliya,2,1,4,2,4,2,6,0,2,1,1,2,2.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685,Colombo,1,2,2,2,4,1,3,8,3,3,3,3,-1.0,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,0.5,-1.0,1.0,0.5,1.0,1.0
1688,Colombo,1,1,3,2,5,1,3,10,1,1,1,1,-4.0,1.0,3.5,-0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
1689,Colombo,1,2,3,2,4,1,2,3,3,2,2,2,-2.0,2.0,2.0,-0.5,0.5,1.0,1.0,-1.0,1.0,3.5,1.0,1.0,-0.5,-1.0,1.0,1.0,1.0,-0.5,0.5,1.0,5.0,-2.5,1.0,1.0,1.0,1.0
1690,Kurunegala,1,2,6,2,1,1,10,4,1,1,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1692,Kurunegala,1,2,4,2,4,1,3,10,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
